1,0.0,1,1,1
1,0.0,1,1,1
1,0.15384615384615385,1,1,1
1,0.4,1,1,1
-1,0.15384615384615385,1,1,1
-1,0.06896551724137931,1,1,1
0,0.2222222222222222,1,1,1
1,0.13333333333333333,1,1,1
1,0.2702702702702703,0,1,1
1,0.0,1,1,1
1,0.14084507042253522,1,1,1
1,0.5,0,1,1
1,0.0,1,1,0
1,0.0,1,1,0
1,0.3157894736842105,1,1,1
1,0.08,0,1,1
1,0.0,1,0,1
1,0.15384615384615385,1,1,1
1,0.37037037037037035,0,0,1
0,0.5303030303030303,0,0,1
1,0.18181818181818182,0,1,1
1,0.0,0,1,1
1,0.0,1,1,1
1,0.03389830508474576,1,1,1
1,0.08,0,0,1
0,2.0,0,0,1
0,0.08695652173913043,1,1,1
1,0.03773584905660377,0,1,1
0,0.35294117647058826,0,0,1
0,0.16216216216216217,1,1,1
1,0.0,1,1,0
0,0.47619047619047616,0,1,1
-1,0.6666666666666666,0,0,1
1,0.5217391304347826,0,0,0
-1,0.0,-1,0,1
-1,-1,1,0,1
0,0.5882352941176471,0,0,0
1,0.4,1,1,1
0,0.7605633802816901,1,0,0
1,0.2,0,1,1
-1,2.0,1,0,1
-1,2.0,0,0,0
-1,0.7692307692307693,1,0,0
-1,-1,0,0,0
-1,2.0,0,0,1
-1,0.4489795918367347,0,0,0
-1,-1,0,0,1
-1,2.0,0,0,1
-1,2.0,0,0,0
0,0.6785714285714286,0,0,0
-1,-1,0,0,0
-1,0.5882352941176471,1,0,1
0,2.0,0,0,0
-1,1.1428571428571428,-1,0,0
-1,-1,0,0,0
0,0.3333333333333333,0,0,1
0,0.9090909090909091,1,0,0
-1,2.0,-1,0,0
-1,2.0,0,0,0
-1,2.0,0,0,0
0,0.8235294117647058,0,0,0
-1,0.7692307692307693,0,0,1
0,0.46153846153846156,0,0,0
-1,-1,0,0,0
-1,-1,0,0,0
-1,2.0,0,0,0
-1,-1,1,0,0
-1,-1,0,0,0
0,0.75,0,0,0
-1,2.0,0,0,0
-1,-1,0,0,0
0,1.2307692307692308,1,0,1
0,1.4666666666666666,1,0,0
-1,2.0,1,0,0
-1,2.0,0,0,1
-1,-1,0,0,0
-1,2.0,0,0,0
-1,2.0,0,0,0
-1,1.4074074074074074,0,0,1
-1,-1,0,0,0
-1,2.0,0,0,1
-1,2.0,0,0,0
-1,1.1428571428571428,-1,0,0
-1,2.0,0,0,0
0,0.8235294117647058,0,0,0
0,0.9333333333333333,0,0,0
-1,2.0,0,0,1
-1,0.9565217391304348,0,0,0
-1,2.0,1,0,0
-1,-1,0,0,0
-1,-1,0,0,0
-1,2.0,0,0,1
-1,2.0,1,0,1
0,0.5454545454545454,1,0,0
0,2.0,0,0,0
-1,2.0,0,0,1
-1,2.0,0,0,0
-1,2.0,0,0,1
-1,-1,0,0,0
-1,2.0,1,0,1
-1,0.88,0,0,0
-1,-1,0,0,0
-1,2.0,0,0,0
-1,2.0,-1,0,1
-1,1.490909090909091,1,0,0
-1,1.1428571428571428,-1,0,0
-1,2.0,0,0,0
-1,2.0,0,0,1
-1,2.0,0,0,0
-1,2.0,-1,0,0
-1,-1,0,0,0
-1,0.2857142857142857,0,0,1
-1,-1,0,0,0
-1,1.2727272727272727,1,0,0
-1,-1,0,0,0
-1,2.0,1,0,1
-1,2.0,0,0,0
0,0.2857142857142857,1,0,0
-1,2.0,0,0,0
0,1.3846153846153846,0,0,0
0,0.875,0,0,0
-1,-1,0,0,0
-1,2.0,0,0,0
-1,-1,0,0,0
-1,-1,0,0,0
-1,-1,1,0,0
-1,-1,0,0,0
-1,2.0,0,0,0
-1,1.3170731707317074,0,0,0
