1,1,1,1,1,1,1
1,1,1,1,1,-1,1
1,1,1,1,1,1,1
1,1,1,1,1,1,1
-1,1,1,1,1,-1,1
-1,1,1,1,1,-1,1
0,1,1,1,1,-1,1
1,1,1,1,1,1,1
1,1,0,1,1,-1,1
1,1,1,1,1,-1,1
1,1,1,1,1,1,1
1,1,0,1,1,-1,1
1,1,1,1,0,-1,1
1,1,1,1,0,-1,1
1,1,1,1,1,-1,1
1,1,0,1,1,1,1
1,1,1,0,1,1,1.001
1,1,1,1,1,1,1
1,1,0,0,1,-1,0.7979452054794521
