-1,-1,1,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,2,0,0,0,0,-1,
-1,1.142857143,0,-1,0,0,-1,
-1,2,0,0,0,0,-1,
0,0.823529412,0,1,0,0,-1,
0,0.933333333,0,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,0.956521739,0,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,2,0,0,0,1,-1,
0,0.545454545,1,0,0,0,-1,
0,2,0,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,2,0,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,0.88,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,2,0,-1,0,1,-1,
-1,1.490909091,0,0,0,0,-1,
-1,1.142857143,0,-1,0,0,-1,
-1,2,0,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,2,0,0,0,0,-1,
-1,2,0,-1,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,0.285714286,1,0,0,1,-1,
-1,-1,1,0,0,0,-1,
-1,1.272727273,0,1,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,2,0,0,0,0,-1,
0,0.285714286,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
0,1.384615385,0,0,0,0,-1,
0,0.875,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,1,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,1.317073171,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
0,1.384615385,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
0,0.666666667,0,0,0,1,-1,
0,2,0,0,0,1,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,2,0,0,0,1,-1,
-1,2,0,0,0,0,-1,
-1,1.095238095,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
0,0.8,0,0,0,0,-1,
-1,0.965517241,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
0,0.709677419,0,0,0,1,-1,
-1,2,0,0,0,0,-1,
0,1,0,0,0,0,-1,
-1,2,0,0,0,1,-1,
0,1.238095238,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
0,0.789473684,0,0,0,0,-1,
0,0.75,0,0,0,0,-1,
-1,1,0,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,0.978723404,0,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,1.142857143,0,-1,0,0,-1,
-1,-1,1,0,0,0,-1,
0,0.909090909,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
0,0.285714286,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
0,0.75,0,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,1.1,0,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,0.888888889,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,1.142857143,0,-1,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,2,0,0,0,0,-1,
0,0.823529412,0,1,0,0,-1,
-1,0.769230769,0,0,0,0,-1,
-1,1.142857143,0,-1,0,0,-1,
-1,2,0,0,0,0,-1,
0,0.875,0,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,1.142857143,0,-1,0,0,-1,
-1,1.142857143,0,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,0.666666667,0,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,1.142857143,0,-1,0,0,-1,
0,0,1,0,0,1,-1,
-1,1.142857143,0,-1,0,0,-1,
-1,1.142857143,0,-1,0,0,-1,
0,1.2,0,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,2,0,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,0.956521739,0,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,2,0,0,0,1,-1,
-1,2,0,0,0,1,-1,
0,2,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
0,0.789473684,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
0,-1,1,0,1,0,-1,
-1,2,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
0,0.5,1,1,0,0,-1,
-1,2,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
0,2,0,0,0,0,-1,
-1,2,0,0,0,1,-1,
0,0.576271186,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
0,0.909090909,0,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,1,-1,
0,0.285714286,1,0,0,0,-1,
-1,0.857142857,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,2,0,-1,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,2,0,0,0,1,-1,
0,2,0,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,2,0,0,0,0,-1,
-1,0.260869565,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,0.448979592,1,0,0,0,-1,
-1,1.155555556,0,0,0,1,-1,
0,0.153846154,1,0,0,1,-1,
-1,-1,1,0,0,0,-1,
-1,1.142857143,0,-1,0,0,-1,
-1,0.153846154,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,2,0,0,0,1,-1,
-1,-1,1,-1,0,1,-1,
-1,2,0,0,0,0,-1,
0,0.285714286,1,0,0,0,-1,
1,0,1,0,0,1,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,1.142857143,0,-1,0,0,-1,
-1,0.5,1,0,0,1,-1,
-1,2,0,0,0,0,-1,
0,1.384615385,0,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
0,0.444444444,1,0,0,0,-1,
-1,2,0,-1,0,1,-1,
-1,0.666666667,0,0,0,1,-1,
-1,1.272727273,0,1,0,0,-1,
-1,2,0,-1,0,1,-1,
-1,-1,1,0,0,0,-1,
-1,1.142857143,0,0,0,0,-1,
0,2,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
0,0.395833333,1,1,0,0,-1,
-1,1.285714286,0,0,0,0,-1,
-1,0.923076923,0,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,-1,1,0,0,0,-1,
-1,0.545454545,1,0,0,1,-1,
-1,1.142857143,0,-1,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,-1,1,0,0,0,-1,
-1,0.857142857,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,1,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,2,0,0,0,0,-1,
-1,2,0,0,0,0,-1,
1,0.08,1,1,1,1,-1,
0,1.384615385,0,0,0,0,-1,
-1,2,0,0,0,1,-1,
1,0.133333333,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
1,2,0,0,0,0,1,
-1,1.142857143,0,-1,0,0,-1,
-1,-1,1,1,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
0,1,0,0,0,0,1,
-1,2,0,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,-1,1,0,0,0,-1,
-1,0.978723404,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,-1,0,0,-1,
-1,2,0,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,2,0,0,0,0,-1,
-1,0.666666667,0,0,0,0,-1,
-1,1,0,0,0,1,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,0.857142857,0,0,0,1,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,-1,0,0,-1,
0,2,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,-1,0,0,-1,
-1,1.259259259,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,1,0,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,-1,1,0,0,0,-1,
-1,0,1,0,0,1,-1,
0,1.052631579,0,0,0,1,-1,
-1,0.666666667,0,-1,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
0,0.727272727,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,0.857142857,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
0,1.166666667,0,0,0,0,-1,
0,0.545454545,1,0,0,1,-1,
-1,1.2,0,0,0,1,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,1.157894737,0,0,0,0,-1,
-1,1.142857143,0,-1,0,0,-1,
-1,0.222222222,1,0,0,1,-1,
0,0.5,1,1,0,0,-1,
0,0.823529412,0,0,0,0,-1,
-1,2,0,0,0,0,-1,
0,1.238095238,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,-1,1,0,0,0,-1,
-1,0.956521739,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
1,0.133333333,1,0,0,0,-1,
-1,1.142857143,0,-1,0,0,-1,
-1,0.448979592,1,0,0,0,-1,
0,0.576271186,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,2,0,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,-1,1,-1,0,0,-1,
-1,2,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
0,1,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,2,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,0.769230769,0,0,0,1,-1,
-1,1.157894737,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,1,0,1,-1,
-1,2,0,0,0,0,-1,
0,0.285714286,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,1.142857143,0,-1,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
0,0.75,0,0,0,0,-1,
-1,2,0,-1,0,1,-1,
-1,0.181818182,1,0,0,0,-1,
-1,2,0,1,0,1,-1,
0,1.212121212,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
0,1,0,0,0,0,-1,
-1,0.6,0,0,0,1,-1,
0,0.75,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
0,1.166666667,0,0,0,0,-1,
-1,2,0,1,0,1,-1,
-1,0.790123457,0,0,0,0,-1,
-1,2,0,0,0,0,-1,
0,1.058823529,0,0,0,0,-1,
0,0.444444444,1,0,0,1,-1,
-1,-1,1,0,0,0,-1,
-1,0.545454545,1,0,0,0,-1,
-1,2,0,-1,0,1,-1,
-1,2,0,0,0,1,-1,
0,0.75,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,0.285714286,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
0,0.705882353,0,1,0,0,-1,
-1,0.787878788,0,0,0,0,-1,
-1,1.142857143,0,-1,0,0,-1,
-1,0.857142857,0,0,0,1,-1,
-1,-1,1,0,0,0,-1,
0,0.545454545,1,0,0,1,-1,
-1,0.352941176,1,0,0,1,-1,
-1,2,0,0,0,1,-1,
-1,2,0,0,0,0,-1,
-1,2,0,1,0,1,-1,
0,0.285714286,1,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,2,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
0,1.230769231,0,0,0,1,-1,
0,0.545454545,1,0,0,0,-1,
-1,2,0,0,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,2,0,0,0,1,-1,
-1,2,0,0,0,0,-1,
0,0.666666667,0,0,0,1,-1,
-1,0.181818182,1,0,0,1,-1,
-1,1.142857143,0,-1,0,0,-1,
-1,0.4,1,1,0,1,-1,
-1,0.769230769,0,0,0,0,-1,
-1,1.142857143,0,-1,0,0,-1,
-1,-1,1,0,0,0,-1,
-1,0.448979592,1,0,0,0,-1,
-1,2,0,,0,1,-1,
